0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.687737499999999891e+00,-4.904999999999999916e-01,-1.369170128454255501e-02,-1.130500679554324178e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650949999999999918e+00,-9.809999999999999831e-01,3.050882966096101975e-03,-4.582487481433217269e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.589637499999999815e+00,-1.471500000000000030e+00,1.845962182401959459e-02,-4.148700299768517952e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.503799999999999804e+00,-1.961999999999999966e+00,-1.972672550872766120e-02,-2.929509775702887620e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.393437499999999885e+00,-2.452500000000000124e+00,7.358769366953579749e-03,-4.182967735106365992e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258549999999999836e+00,-2.943000000000000060e+00,3.290634042648987734e-02,9.214607521114033528e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.099137499999999878e+00,-3.433499999999999996e+00,5.613456222757783748e-03,2.226208388184224701e-04
0.000000000000000000e+00,-2.075356339469640809e-04,0.000000000000000000e+00,3.692785612994844958e-04,9.151999999999999025e-01,-3.851138553080524218e+00,3.107925295188814462e-03,-3.828266504061498578e-03
-8.380977435529972722e-05,-3.880235149164854621e-03,1.089717099800826297e-04,4.897207487921671591e-03,7.300583409985292871e-01,-3.403583241209430454e+00,3.107925295188814462e-03,-3.828266504061498578e-03
-4.737416453596808596e-04,-1.280521200117874271e-02,5.956365385194121965e-04,1.591498723299535414e-02,5.875395456532213068e-01,-2.181740872874914139e+00,3.107925295188814462e-03,-3.828266504061498578e-03
-1.500178888823955206e-03,-2.967115267430385506e-02,1.868546760827718110e-03,3.675789163428777595e-02,5.217737105787554341e-01,-3.967121111592861737e-01,3.107925295188814462e-03,-3.828266504061498578e-03
-3.570507997709615987e-03,-5.419166854805909650e-02,4.431987500396823015e-03,6.708012754678750744e-02,5.488252653655341096e-01,1.454996609062296109e+00,3.107925295188814462e-03,-3.828266504061498578e-03
-6.968370685516760317e-03,-8.145783658172921216e-02,8.637369864290731641e-03,1.008085703370420749e-01,6.614977268484277806e-01,2.958421432718886024e+00,3.107925295188814462e-03,-3.828266504061498578e-03
