1.308321486498043862e-01,1.311665576588950666e-01
8.517734299411956478e-01,-3.597865846766650222e-01
-2.742052345162526161e-01,-2.892646940338567951e-01
1.452690363744810975e+00,-7.347670444672071977e-01
-4.594797383865177887e-01,-1.927354302573393574e-01
-8.654377917132503040e-01,1.978150948813900190e+00
-6.593545011168977510e-01,1.119789018444493633e+00
9.609399853307594164e-01,-1.924790232857919725e-01
-5.595059832293880486e-02,-3.702897055561302775e-01
-7.725986988913156051e-01,-5.383545966042648789e-01
1.610281456046720461e-01,-1.121852470455430018e-01
4.559605476221458287e-01,-4.920535856003608322e-01
-7.043771389822532925e-01,5.823984109356694638e-01
2.217350797122769612e-01,-4.041416172044665078e-01
1.736513313406938375e+00,1.412949992853856251e+00
-1.402994160328355555e+00,3.466229997889476722e-01
-1.592662268429275940e+00,1.391822442620479938e+00
4.907360394140364290e-01,-1.629577556389069759e+00
-3.693693343219378589e-02,-1.132799585196130776e+00
-1.220719831846738823e-01,-4.856736891259258448e-01
-5.090843091094198192e-01,2.365993914488955796e-01
1.139917627523308719e+00,-9.190172896716468642e-01
-8.496064771290255946e-01,-7.801144404867933480e-01
-9.969413293923722053e-02,-4.758106181084709174e-01
-1.466424815293156270e+00,8.476964903616902580e-01
-1.901771741337923594e+00,3.969131882156778923e-01
-1.717948004075907642e+00,-1.097338752084873414e+00
-2.613181022283197041e+00,-1.605331180337325359e+00
-6.862492943483063934e-01,2.189147298721526580e-01
-2.952590380490757171e-01,-5.220778120402832512e-01
1.496871062089394577e+00,-8.508407595612640373e-01
9.785989146359763691e-02,-1.178989062006070565e+00
-8.752979988147163715e-01,-2.168291070684854382e+00
7.172448862375302436e-01,-6.034896392889341765e-01
8.037423539359802582e-01,9.807788543265665293e-01
-2.260984935781243377e-02,1.030089510196585900e+00
-2.240299723580513103e+00,1.299323581782374504e+00
1.333023569054407886e+00,-6.238647992939576614e-01
-2.092036160857334792e+00,-1.158664206235994198e+00
2.286016326461609571e-01,-2.437887055061737085e-01
-1.054462012616187438e+00,-8.599241105030317467e-01
-5.617914159904668914e-01,-1.786128942794845909e+00
-1.010633734019432906e+00,1.511034880030748706e+00
-1.762616759113916798e+00,-3.311885696063890938e-01
-7.935701508626480383e-01,8.598846504305879268e-02
1.011857104785315986e+00,-6.367902015294297779e-01
5.439856318876419294e-01,1.042514257247836085e+00
5.436532351763878612e-02,-7.008052382814622394e-01
-2.519011632297688763e+00,1.028977941076331559e+00
-2.021620493868235613e+00,-7.943255850980190935e-02
-1.588455330620856115e-02,1.183356368153569427e-01
-2.883732254670504425e+00,-1.104428379058727261e+00
1.713174662120735992e+00,-2.595169391158576033e+00
1.482611673774986150e-01,3.446807093361703433e-02
1.499919755074272443e+00,-8.718025296296034732e-01
-1.640722399537160925e+00,1.933556072822233685e-01
2.326582085943796674e+00,-2.215546976610393237e+00
9.313316811391658678e-01,-1.291622831035769581e+00
-3.723307467238425317e-01,-5.224153254379942934e-04
-1.131476766325292260e+00,-9.490898371735118078e-01
2.593279045069865618e-01,6.115359510706843693e-01
-5.465351139838149352e-01,2.927020841993605682e+00
2.410209941525852662e-01,-2.535489782422607474e-01
-9.296962398177769371e-01,-5.919587601613905958e-01
2.433909248358282207e-01,3.694120487885306225e-01
-1.651638865888791052e+00,-5.671156095700835564e-01
-2.956951756669865539e+00,-2.857540622430265742e+00
-1.112762023758954166e+00,9.863738964557188238e-01
-1.710188999883718974e+00,1.158315179356251612e+00
-1.355241949432435034e+00,4.517082467409441193e-01
-1.077305761430215059e+00,-1.783311511183841847e-01
-2.227299292367980854e+00,-1.842703772135480811e-01
-1.312263791716140160e+00,-1.235837138621163067e+00
2.227699149064728268e-02,-5.173205963480242975e-02
1.217113108840554681e+00,2.802442027285614756e+00
4.054029729071180199e-01,9.821993488134974637e-01
3.750852694476903837e-01,-9.226880720012273218e-02
7.998247083391696322e-01,-2.855376780747681753e+00
-3.310963024622003426e-01,-4.441090808617635943e-01
-1.706025478739927159e+00,8.660069647793329217e-01
-4.589514589704276615e-01,4.453865775231460877e-02
-1.733377969844723143e+00,-2.201838334161398070e+00
-3.622953397456623481e+00,-1.897421499665242095e+00
-9.661087522328177801e-01,-5.453402654500293378e-01
8.459484329798214741e-01,5.825639408219285276e-01
-1.376302738084601796e+00,-3.669443120543166570e-01
-7.425929727984341699e-01,4.842576206060168476e-01
-8.820823746308162905e-01,-1.537126959149722527e+00
-1.792277299216569475e-01,-6.092890626586120462e-01
3.907830523887897423e-01,-1.605047544760351164e+00
1.238873469052986787e-01,1.099741544138975291e+00
-3.758529526406093613e-01,-9.226508583829283738e-01
-1.731396495306793959e+00,-2.348782988595782273e-03
3.943573855835874831e+00,-1.251923057356436608e+00
-1.571488131024902479e+00,-3.924956757425058229e-01
1.349654489135096336e+00,2.023295733719099321e-01
4.006384911267202309e-03,1.776356425586203214e+00
-2.610407783282637784e+00,3.825141156700126999e-01
5.511055891520392214e-01,-4.291659958708297640e-01
6.347415416109893904e-01,-6.295460099112832886e-01
7.821280546625265506e-01,-2.805686567791879638e-01
-1.462183731521166541e+00,-7.232876789511262228e-01
-2.504256977328422895e-01,1.780689657599285214e+00
-2.486471080931421884e+00,-1.040411665572990474e+00
-5.906678320824194639e-01,-3.411968226963906226e-01
-8.240239858650281191e-01,-5.122052710260099895e-02
-1.951776461718626399e+00,-8.457910976512612589e-01
8.255343295025184824e-01,4.468275320437372633e-01
-2.421433262477361015e-01,1.259160979093318256e+00
