0.000000000000000000e+00,0.000000000000000000e+00,1.687737499999999891e+00,-4.904999999999999916e-01,6.541607432490219483e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.650949999999999918e+00,-9.809999999999999831e-01,4.913027892955000586e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.589637499999999815e+00,-1.471500000000000030e+00,3.542001720373737228e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.503799999999999804e+00,-1.961999999999999966e+00,1.080545353909779238e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.393437499999999885e+00,-2.452500000000000124e+00,8.508054847165202883e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.258549999999999836e+00,-2.943000000000000060e+00,4.180865888598950947e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.099137499999999878e+00,-3.433499999999999996e+00,8.840933830144621919e-03
0.000000000000000000e+00,-4.193279765212178621e-03,9.151999999999999025e-01,-3.856539478370572205e+00,4.888009988559292862e-02
-1.268925398268714623e-03,-5.804214963581218883e-02,7.281218128768844888e-01,-3.474764824535060637e+00,4.888009988559292862e-02
-7.248747350329459715e-03,-1.985080876085544843e-01,5.818730630092086020e-01,-2.258537683437368493e+00,4.888009988559292862e-02
-2.326610713727870691e-02,-4.648998159246814921e-01,5.119450336723565531e-01,-4.872380689261073261e-01,4.888009988559292862e-02
-5.586255389411720618e-02,-8.557162843182006817e-01,5.342005640010165646e-01,1.350291475627273696e+00,4.888009988559292862e-02
-1.098188676904258976e-01,-1.297792238720468339e+00,6.418827851981209198e-01,2.858851007424305646e+00,4.888009988559292862e-02
-1.834622622981096907e-01,-1.617847799472098114e+00,8.062176252873820559e-01,3.571459275514501375e+00,4.888009988559292862e-02
-2.682124102467384752e-01,-1.731751057290023210e+00,9.855524541233804392e-01,3.461723179344053491e+00,4.897860630786383257e-02
-3.547999631112396246e-01,-1.731751057290023210e+00,1.146376113090583182e+00,2.971223179344053555e+00,-1.077586545730551404e-01
-4.413875159757407740e-01,-1.731751057290023210e+00,1.282674772057785795e+00,2.480723179344053619e+00,-2.739793208590201035e-01
-5.279750688402419234e-01,-1.731751057290023210e+00,1.394448431024988500e+00,1.990223179344053683e+00,-3.360300717528194592e-01
-6.145626217047430728e-01,-1.731751057290023210e+00,1.481697089992191074e+00,1.499723179344053747e+00,-4.244644712889303340e-01
-7.011501745692442222e-01,-1.731751057290023210e+00,1.544420748959393741e+00,1.009223179344053811e+00,-5.171556233126651803e-01
-7.877377274337453716e-01,-1.731751057290023210e+00,1.582619407926596500e+00,5.187231793440538752e-01,-6.291973916326373262e-01
-8.743252802982465210e-01,-1.731751057290023210e+00,1.596293066893799129e+00,2.822317934405388362e-02,-6.587890631209730730e-01
-9.609128331627476705e-01,-1.731751057290023210e+00,1.585441725861001849e+00,-4.622768206559461079e-01,-7.878569398419255077e-01
-1.047500386027248931e+00,-1.731751057290023210e+00,1.550065384828204440e+00,-9.527768206559461550e-01,-8.794291993533884799e-01
-1.134087938891750191e+00,-1.731751057290023210e+00,1.490164043795407123e+00,-1.443276820655946091e+00,-1.039337992982547476e+00
-1.220675491756251452e+00,-1.731751057290023210e+00,1.405737702762609898e+00,-1.933776820655946027e+00,-1.221014132913944783e+00
-1.307263044620752712e+00,-1.731751057290023210e+00,1.296786361729812542e+00,-2.424276820655946185e+00,-1.393499085982241370e+00
-1.393850597485253973e+00,-1.731751057290023210e+00,1.163310020697015279e+00,-2.914776820655946121e+00,-1.610745689960902505e+00
-1.480438150349755233e+00,-1.731751057290023210e+00,1.005308679664217886e+00,-3.405276820655946057e+00,-1.731645707542818879e+00
-1.566056207695072811e+00,-1.668256847416113908e+00,8.266765676876592916e-01,-3.616765892420289230e+00,-1.748537458337311445e+00
